date,Kjelavatn,Staavatn,Langesae,Foersvatn,Venemo,Botnedalsvatn,Bitdalsvatn,Vaamarvatn,Langeidvatn,Totak,Songavatn,Vinjevatn,Bandak,Bordalsvatn,Byrtevatn,Hyljelihyl,Vatjern
2015-03-12 00:00:00+00:00,18.86,18.86,29.56,29.56,32.54,49.28,29.21,32.54,0.01,32.54,29.21,22.87,13.3,29.56,21.6,32.54,0.01
2015-03-13 00:00:00+00:00,18.85,18.85,30.0,30.0,33.03,48.96,29.25,33.03,0.01,33.03,29.25,29.9,6.6,30.0,21.64,33.03,0.01
2015-03-14 00:00:00+00:00,18.81,18.81,30.48,30.48,33.6,49.53,29.28,33.6,0.01,33.6,29.28,37.65,6.39,30.48,21.98,33.6,0.01
2015-03-15 00:00:00+00:00,18.74,18.74,30.51,30.51,33.41,49.49,29.01,33.41,0.01,33.41,29.01,35.67,8.03,30.51,21.79,33.41,0.01
2015-03-16 00:00:00+00:00,18.75,18.75,30.44,30.44,33.42,49.57,28.64,33.42,0.01,33.42,28.64,34.23,9.01,30.44,21.34,33.42,0.01
2015-03-17 00:00:00+00:00,19.19,19.19,31.42,31.42,34.64,49.7,29.46,34.64,0.01,34.64,29.46,49.7,11.39,31.42,24.14,34.64,0.01
2015-03-18 00:00:00+00:00,19.47,19.47,31.83,31.83,34.61,49.95,29.67,34.61,0.01,34.61,29.67,40.31,12.18,31.83,24.73,34.61,0.01
2015-03-19 00:00:00+00:00,19.69,19.69,32.11,32.11,34.53,50.03,29.8,34.53,0.01,34.53,29.8,19.13,15.49,32.11,24.75,34.53,0.01
2015-03-20 00:00:00+00:00,19.92,19.92,32.34,32.34,34.4,50.03,29.92,34.4,0.01,34.4,29.92,15.61,16.68,32.34,24.69,34.4,0.01
2015-03-21 00:00:00+00:00,20.42,20.42,33.11,33.11,34.81,50.58,30.34,34.81,0.01,34.81,30.34,33.87,16.86,33.11,24.92,34.81,0.01
2015-03-22 00:00:00+00:00,20.22,20.22,33.14,33.14,35.1,50.53,30.03,35.1,0.01,35.1,30.03,50.53,18.19,33.14,24.52,35.1,0.01
2015-03-23 00:00:00+00:00,19.83,19.83,32.67,32.67,35.61,50.23,29.38,35.61,0.01,35.61,29.38,43.82,21.21,32.67,24.31,35.61,0.01
2015-03-24 00:00:00+00:00,20.04,20.04,33.37,33.37,38.12,49.96,29.99,38.12,0.01,38.12,29.99,20.44,24.98,33.37,25.9,38.12,0.01
2015-03-25 00:00:00+00:00,20.07,20.07,33.3,33.3,38.59,48.04,29.86,38.59,0.01,38.59,29.86,7.27,24.82,33.3,26.45,38.59,0.01
2015-03-26 00:00:00+00:00,20.17,20.17,33.35,33.35,38.85,43.26,29.75,38.85,0.01,38.85,29.75,0.01,24.74,33.35,27.2,38.85,0.01
2015-03-27 00:00:00+00:00,20.29,20.29,33.39,33.39,38.81,40.59,29.63,38.81,0.01,38.81,29.63,18.11,26.89,33.39,28.08,38.81,0.01
2015-03-28 00:00:00+00:00,20.1,20.1,32.85,32.85,38.69,38.61,28.99,38.69,0.01,38.69,28.99,24.05,29.51,32.85,28.25,38.69,0.01
2015-03-29 00:00:00+00:00,20.37,20.37,32.84,32.84,39.4,38.37,28.82,39.4,0.01,39.4,28.82,26.0,36.35,32.84,29.25,39.4,0.01
2015-03-30 00:00:00+00:00,21.11,21.11,34.24,34.24,40.94,32.84,30.02,40.94,0.01,40.94,30.02,27.22,49.64,34.24,32.41,40.94,0.01
2015-03-31 00:00:00+00:00,21.57,21.57,34.69,34.69,41.37,26.85,30.35,41.37,0.01,41.37,30.35,23.51,50.05,34.69,33.42,41.37,0.01
2015-04-01 00:00:00+00:00,21.96,21.96,35.1,35.1,42.17,24.78,30.67,42.17,0.01,42.17,30.67,11.83,50.42,35.1,34.45,42.17,0.01
2015-04-02 00:00:00+00:00,22.1,22.1,35.4,35.4,42.37,23.08,30.96,42.37,0.01,42.37,30.96,16.48,50.65,35.4,35.28,42.37,0.01
2015-04-03 00:00:00+00:00,22.26,22.26,35.86,35.86,42.16,21.33,31.23,42.16,0.01,42.16,31.23,19.08,44.75,35.86,35.86,42.16,0.01
2015-04-04 00:00:00+00:00,22.45,22.45,36.22,36.22,42.21,20.33,31.36,42.21,0.01,42.21,31.36,25.87,44.89,36.22,36.62,42.21,0.01
2015-04-05 00:00:00+00:00,22.44,22.44,36.28,36.28,41.67,20.24,31.24,41.67,0.01,41.67,31.24,33.0,44.25,36.28,37.4,41.67,0.01
2015-04-06 00:00:00+00:00,22.18,22.18,35.93,35.93,41.45,20.48,30.71,41.45,0.01,41.45,30.71,25.63,39.7,35.93,37.67,41.45,0.01
2015-04-07 00:00:00+00:00,22.21,22.21,35.98,35.98,41.91,21.86,30.69,41.91,0.01,41.91,30.69,21.77,40.34,35.98,37.92,41.91,0.01
2015-04-08 00:00:00+00:00,22.28,22.28,36.23,36.23,42.45,23.29,30.69,42.45,0.01,42.45,30.69,14.94,39.73,36.23,38.15,42.45,0.01
2015-04-09 00:00:00+00:00,22.29,22.29,36.57,36.57,43.52,26.69,30.39,43.52,0.01,43.52,30.39,0.01,37.92,36.57,38.62,43.52,0.01
2015-04-10 00:00:00+00:00,22.29,22.29,37.1,37.1,45.27,23.46,30.92,45.27,0.01,45.27,30.92,0.01,35.42,37.1,39.63,45.27,0.01
2015-04-11 00:00:00+00:00,22.44,22.44,38.12,38.12,46.68,19.88,31.4,46.68,0.01,46.68,31.4,0.01,33.11,38.12,40.99,46.68,0.01
2015-04-12 00:00:00+00:00,22.59,22.59,39.08,39.08,48.96,18.09,31.86,48.96,0.01,48.96,31.86,0.01,34.87,39.08,41.66,48.96,0.01
2015-04-13 00:00:00+00:00,22.94,22.94,40.01,40.01,49.41,17.61,32.55,49.41,0.01,49.41,32.55,0.01,38.43,40.01,41.55,49.41,0.01
2015-04-14 00:00:00+00:00,23.41,23.41,40.7,40.7,49.83,18.53,33.15,49.83,0.01,49.83,33.15,16.29,49.83,40.7,40.85,49.83,0.01
2015-04-15 00:00:00+00:00,23.53,23.53,40.9,40.9,49.65,19.9,33.33,49.65,0.01,49.65,33.33,20.77,49.65,40.9,39.18,49.65,0.01
2015-04-16 00:00:00+00:00,23.37,23.37,40.61,40.61,48.53,20.48,33.32,48.53,0.01,48.53,33.32,1.8,49.2,40.61,38.02,48.53,0.01
2015-04-17 00:00:00+00:00,23.03,23.03,39.74,39.74,47.42,20.54,33.09,47.42,0.01,47.42,33.09,2.46,48.36,39.74,37.83,47.42,0.01
2015-04-18 00:00:00+00:00,23.03,23.03,39.14,39.14,45.57,21.48,33.08,45.57,0.01,45.57,33.08,1.33,47.93,39.14,38.12,45.57,0.01
2015-04-19 00:00:00+00:00,23.11,23.11,38.44,38.44,44.34,21.12,33.17,44.34,0.01,44.34,33.17,4.04,45.66,38.44,38.4,44.34,0.01
2015-04-20 00:00:00+00:00,23.02,23.02,36.95,36.95,43.75,21.76,32.96,43.75,0.01,43.75,32.96,10.36,47.27,36.95,38.44,43.75,0.01
2015-04-21 00:00:00+00:00,23.27,23.27,36.28,36.28,43.28,23.16,33.32,43.28,0.01,43.28,33.32,17.04,47.43,36.28,39.42,43.28,0.01
2015-04-22 00:00:00+00:00,23.6,23.6,36.31,36.31,43.03,25.58,33.89,43.03,0.01,43.03,33.89,19.04,47.92,36.31,40.88,43.03,0.01
2015-04-23 00:00:00+00:00,24.07,24.07,35.48,35.48,43.4,26.48,34.65,43.4,0.01,43.4,34.65,27.57,48.68,35.48,43.19,43.4,0.01
2015-04-24 00:00:00+00:00,24.72,24.72,34.1,34.1,43.13,26.49,35.54,43.13,0.01,43.13,35.54,29.82,49.79,34.1,46.45,43.13,0.01
2015-04-25 00:00:00+00:00,24.85,24.85,32.48,32.48,40.87,26.31,35.76,40.87,0.01,40.87,35.76,24.94,49.88,32.48,48.95,40.87,0.01
2015-04-26 00:00:00+00:00,25.07,25.07,32.15,32.15,38.66,26.47,36.11,38.66,0.01,38.66,36.11,34.53,50.16,32.15,50.16,38.66,0.01
2015-04-27 00:00:00+00:00,25.67,25.67,32.26,32.26,37.25,26.29,36.31,37.25,0.01,37.25,36.31,50.46,50.46,32.26,50.46,37.25,0.01
2015-04-28 00:00:00+00:00,27.88,27.88,34.48,34.48,33.45,27.45,37.36,33.45,0.01,33.45,37.36,40.31,50.75,34.48,50.75,33.45,0.01
2015-04-29 00:00:00+00:00,29.13,29.13,35.14,35.14,32.1,28.22,37.4,32.1,0.01,32.1,37.4,45.37,50.49,35.14,50.49,32.1,0.01
2015-04-30 00:00:00+00:00,30.57,30.57,36.06,36.06,30.89,31.1,37.07,30.89,0.82,30.89,37.07,47.61,49.63,36.06,49.63,30.89,0.82
2015-05-01 00:00:00+00:00,30.56,30.56,35.58,35.58,29.99,35.2,36.44,29.99,3.95,29.99,36.44,48.54,48.54,35.58,48.54,29.99,3.95
2015-05-02 00:00:00+00:00,29.29,29.29,37.07,37.07,29.28,37.58,36.29,29.28,5.97,29.28,36.29,48.17,48.17,37.07,48.17,29.28,5.97
2015-05-03 00:00:00+00:00,25.7,25.7,39.34,39.34,27.78,38.46,35.22,27.78,7.1,27.78,35.22,46.59,46.59,39.34,46.59,27.78,7.1
2015-05-04 00:00:00+00:00,26.26,26.26,42.2,42.2,26.42,35.21,34.15,26.42,7.71,26.42,34.15,45.19,45.19,42.2,45.19,26.42,7.71
2015-05-05 00:00:00+00:00,29.83,29.83,43.77,43.77,25.34,24.18,33.05,25.34,7.32,25.34,33.05,34.77,43.77,43.77,43.77,25.34,7.32
2015-05-06 00:00:00+00:00,32.34,32.34,42.73,42.73,24.15,21.01,32.31,24.15,5.92,24.15,32.31,19.68,42.73,42.73,42.73,24.15,5.92
2015-05-07 00:00:00+00:00,33.11,33.11,41.74,41.74,24.58,20.37,31.55,24.58,4.75,24.58,31.55,0.01,40.92,41.74,41.74,24.58,4.75
2015-05-08 00:00:00+00:00,31.14,31.14,40.57,40.57,24.3,19.95,30.78,24.3,3.79,24.3,30.78,0.01,35.31,40.57,40.57,24.3,3.79
2015-05-09 00:00:00+00:00,33.62,33.62,40.24,40.24,24.56,22.36,30.89,24.56,4.02,24.56,30.89,11.77,35.1,40.24,40.24,24.56,4.02
2015-05-10 00:00:00+00:00,40.36,40.36,40.36,40.36,25.57,26.94,31.37,25.57,6.91,25.57,31.37,14.64,37.06,40.36,40.36,25.57,6.91
2015-05-11 00:00:00+00:00,36.23,36.23,38.74,38.74,24.77,24.27,30.42,24.77,7.9,24.77,30.42,10.97,38.74,38.74,38.74,24.77,7.9
2015-05-12 00:00:00+00:00,32.07,32.07,39.68,39.68,25.51,22.22,31.38,25.51,8.46,25.51,31.38,0.76,39.68,39.68,39.68,25.51,8.46
2015-05-13 00:00:00+00:00,32.29,32.29,38.87,38.87,25.49,23.31,32.3,25.49,8.67,25.49,32.3,0.01,32.48,38.87,40.6,25.49,8.67
2015-05-14 00:00:00+00:00,34.99,34.99,40.91,40.91,26.49,27.02,33.68,26.49,8.93,26.49,33.68,0.01,24.92,40.91,42.11,26.49,8.93
2015-05-15 00:00:00+00:00,38.94,38.94,44.25,44.25,27.93,32.65,35.79,27.93,9.27,27.93,35.79,0.01,21.66,44.25,44.4,27.93,9.27
2015-05-16 00:00:00+00:00,43.93,43.93,43.33,43.33,27.71,33.78,36.35,27.71,9.55,27.71,36.35,23.65,20.35,43.33,44.46,27.71,9.55
2015-05-17 00:00:00+00:00,44.4,44.4,41.93,41.93,28.1,35.79,37.08,28.1,9.87,28.1,37.08,33.84,21.61,41.93,44.4,28.1,9.87
2015-05-18 00:00:00+00:00,46.41,46.41,44.06,44.06,29.05,38.32,39.55,29.05,11.39,29.05,39.55,32.53,26.52,44.06,46.41,29.05,11.39
2015-05-19 00:00:00+00:00,45.39,45.39,43.43,43.43,28.05,38.12,39.48,28.05,12.26,28.05,39.48,34.32,35.67,43.43,45.39,28.05,12.26
2015-05-20 00:00:00+00:00,44.82,44.82,42.94,42.94,27.91,38.41,39.79,27.91,13.05,27.91,39.79,32.09,32.6,42.94,44.82,27.91,13.05
2015-05-21 00:00:00+00:00,43.81,43.81,41.77,41.77,28.08,38.62,39.68,28.08,13.47,28.08,39.68,27.82,32.45,41.77,43.81,28.08,13.47
2015-05-22 00:00:00+00:00,42.54,42.54,39.81,39.81,28.39,39.27,39.34,28.39,13.74,28.39,39.34,30.02,27.87,39.81,42.54,28.39,13.74
2015-05-23 00:00:00+00:00,42.08,42.08,39.18,39.18,29.11,40.66,39.76,29.11,13.87,29.11,39.76,42.08,31.56,39.18,42.08,29.11,13.87
2015-05-24 00:00:00+00:00,41.45,41.45,38.94,38.94,29.74,41.36,39.92,29.74,14.13,29.74,39.92,31.79,33.16,38.94,41.45,29.74,14.13
2015-05-25 00:00:00+00:00,39.63,39.63,37.3,37.3,29.09,39.63,38.72,29.09,13.49,29.09,38.72,26.42,28.57,37.3,39.63,29.09,13.49
2015-05-26 00:00:00+00:00,38.83,38.83,36.85,36.85,28.58,38.83,38.31,28.58,12.61,28.58,38.31,24.7,23.53,36.85,38.83,28.58,12.61
2015-05-27 00:00:00+00:00,36.74,36.74,35.18,35.18,26.88,36.74,36.45,26.88,12.38,26.88,36.45,20.41,18.37,35.18,36.74,26.88,12.38
2015-05-28 00:00:00+00:00,35.04,35.04,33.81,33.81,25.59,35.04,34.92,25.59,13.68,25.59,34.92,13.49,17.41,33.81,35.04,25.59,13.68
2015-05-29 00:00:00+00:00,34.1,34.1,33.09,33.09,24.81,34.1,34.08,24.81,15.86,24.81,34.08,0.01,16.46,33.09,34.1,24.81,15.86
2015-05-30 00:00:00+00:00,32.93,32.93,31.96,31.96,23.93,32.93,32.93,23.93,16.82,23.93,32.93,0.01,16.17,31.96,32.93,23.93,16.82
2015-05-31 00:00:00+00:00,31.02,31.02,30.05,30.05,22.54,31.02,31.02,22.54,16.28,22.54,31.02,7.16,14.91,30.05,31.02,22.54,16.28
2015-06-01 00:00:00+00:00,29.7,29.7,28.87,28.87,21.54,29.7,29.7,21.54,16.13,21.54,29.7,0.01,13.84,28.87,29.7,21.54,16.13
2015-06-02 00:00:00+00:00,29.12,29.12,28.64,28.64,21.25,29.12,29.12,21.25,16.33,21.25,29.12,0.01,13.47,28.64,29.12,21.25,16.33
2015-06-03 00:00:00+00:00,29.53,29.53,29.5,29.5,21.78,29.53,29.53,21.78,17.03,21.78,29.53,0.01,12.39,29.5,29.53,21.78,17.03
2015-06-04 00:00:00+00:00,29.69,29.69,29.69,29.69,22.2,29.69,29.69,22.2,17.5,22.2,29.69,8.96,11.3,29.69,29.69,22.2,17.5
2015-06-05 00:00:00+00:00,28.82,28.82,28.82,28.82,21.7,28.82,28.82,21.7,17.14,21.7,28.82,11.34,8.58,28.82,28.82,21.7,17.14
2015-06-06 00:00:00+00:00,28.06,28.06,28.06,28.06,20.95,28.06,28.06,20.95,16.53,20.95,28.06,10.28,7.34,28.06,28.06,20.95,16.53
2015-06-07 00:00:00+00:00,28.13,28.13,28.13,28.13,20.68,28.13,28.13,20.68,16.44,20.68,28.13,9.56,6.77,28.13,28.13,20.68,16.44
2015-06-08 00:00:00+00:00,27.84,27.84,27.84,27.84,20.18,27.84,27.84,20.18,16.16,20.18,27.84,1.5,10.07,27.84,27.84,20.18,16.16
2015-06-09 00:00:00+00:00,26.44,26.44,26.44,26.44,19.2,26.44,26.44,19.2,15.27,19.2,26.44,0.01,13.22,26.44,26.44,19.2,15.27
2015-06-10 00:00:00+00:00,25.48,25.48,25.48,25.48,18.55,25.48,25.48,18.55,14.86,18.55,25.48,2.76,21.84,25.48,25.48,18.55,14.86
